x,y,z
-0.05115087134915601,-0.09264130402284464,-1.9074922670666772
-0.25048485187039604,-0.09264130402284464,-1.7181042758047902
-0.5827082103245094,-0.18273185404629147,-1.5287162845429032
-0.8484867934341163,-0.18273185404629147,-1.591845614963532
-0.9813761713669895,-0.09264130402284464,-1.7181042758047902
-0.9813761713669895,-0.09264130402284464,-1.7812336062254193
-0.7820421908457493,-0.09264130402284464,-1.9074922670666772
-0.44981883239163617,0.26772136454227125,-1.9706215974873063
-0.1840402492820292,0.8082651331542807,-1.9074922670666772
-0.05115087134915601,1.1686275674837323,-1.7812336062254193
-0.11759547393752288,1.4388996860254013,-1.2130696324397585
-0.3169296272149024,1.7091713360957417,-0.4555176673922108
-0.5827082103245094,1.8893538415566211,0.30203429765533707
-1.446488907753976,1.528990236048848,2.259043540694835
-1.6458235792997742,1.1686275674837323,2.890336844901125
-1.6458235792997742,0.8082651331542807,3.0165955057423828
-1.446488907753976,0.7181745831308338,2.448431531956722
-1.3800441324094697,0.6280837988717227,2.0065262190123194
-1.5793781129307098,0.44790246458916483,1.7540088973298034
-2.5096042767292404,-0.5430945226114073,1.5014915756472875
-2.7089372207136435,-0.7232758100468324,1.3752329148060296
-2.6424934819059738,-0.6331851663291198,1.0595862627028847
-2.3767150715525065,-0.4530038788936948,0.6808102801791109
-2.044491194829975,-0.36291323517598223,0.49142228891722384
-1.845156523284177,-0.27282263830540254,0.36516362807596614
-1.7787127844765074,-0.18273185404629147,0.4282929584965948
-1.845156523284177,-0.27282263830540254,0.6176809497584819
-1.9116019896532412,-0.36291323517598223,0.6176809497584819
-1.7787127844765074,-0.27282263830540254,0.36516362807596614
-1.446488907753976,-0.09264130402284464,-0.013612354447807895
-1.180710324644369,-0.0025507539993977965,-0.26612967613032384
-0.9813761713669895,0.08754003025971328,-0.3292590065509527
-0.8484867934341163,0.08754003025971328,-0.26612967613032384
-0.8484867934341163,0.08754003025971328,-0.1398710152890658
-0.8484867934341163,0.08754003025971328,0.23890496723470805
-0.7820421908457493,0.08754003025971328,0.23890496723470805
-0.6491529856690157,0.17763058028316006,0.175775636814079
-0.5827082103245094,0.26772136454227125,-0.07674168486843692
-0.5162636077361424,0.26772136454227125,-0.26612967613032384
-0.5162636077361424,0.26772136454227125,-0.3292590065509527
-0.5827082103245094,0.08754003025971328,-0.2030003457096948
-0.6491529856690157,0.08754003025971328,-0.07674168486843692
-0.6491529856690157,0.08754003025971328,0.049516975972821134
-0.6491529856690157,0.08754003025971328,0.175775636814079
-0.5162636077361424,0.17763058028316006,0.175775636814079
-0.3833742298032693,0.35781191456571804,0.11264630639345
-0.25048485187039604,0.44790246458916483,-0.013612354447807895
-0.05115087134915601,0.537993248848276,-0.07674168486843692
0.14818314372331193,0.537993248848276,-0.1398710152890658
0.28107248710495725,0.7181745831308338,-0.07674168486843692
0.3475171587957799,0.7181745831308338,-0.1398710152890658
0.3475171587957799,0.7181745831308338,-0.2030003457096948
0.3475171587957799,0.6280837988717227,-0.3923883369715817
0.28107248710495725,0.6280837988717227,-0.6449056586540977
0.3475171587957799,0.7181745831308338,-0.8342936499159846
0.28107248710495725,0.6280837988717227,-0.8342936499159846
0.08173850658371719,0.44790246458916483,-0.7080349890747266
0.08173850658371719,0.17763058028316006,-0.8974229803366135
0.28107248710495725,0.17763058028316006,-1.0236816411778715
0.41396183048660257,0.35781191456571804,-1.1499403020191294
0.3475171587957799,0.35781191456571804,-1.1499403020191294
0.2146278154141346,0.35781191456571804,-1.0868109715985006
0.2146278154141346,0.537993248848276,-1.0868109715985006
0.28107248710495725,0.537993248848276,-1.2130696324397585
0.4804064676261974,0.44790246458916483,-1.4024576237016453
0.5468512429707036,0.6280837988717227,-1.5287162845429032
0.14818314372331193,0.8983556831777274,-1.5287162845429032
-0.5162636077361424,0.9884462332011743,-1.1499403020191294
-1.180710324644369,0.9884462332011743,-0.7080349890747266
-1.6458235792997742,0.9884462332011743,-0.3292590065509527
-1.7787127844765074,0.9884462332011743,-0.3923883369715817
-1.5793781129307098,1.2587183517428433,-0.7711643194953556
-1.446488907753976,1.4388996860254013,-1.1499403020191294
-1.6458235792997742,1.528990236048848,-1.3393282932810164
-2.044491194829975,1.2587183517428433,-1.2130696324397585
-2.8418264258903774,0.7181745831308338,-0.3292590065509527
-2.8418264258903774,0.7181745831308338,-0.3292590065509527
-2.8418264258903774,0.537993248848276,-0.2030003457096948
-2.5096042767292404,0.8082651331542807,-0.3292590065509527
-2.1109349336376444,1.1686275674837323,-0.4555176673922108
-1.7787127844765074,1.3488089017662903,-0.5817763282334687
-1.7787127844765074,1.3488089017662903,-0.5186469978128396
-1.9116019896532412,1.2587183517428433,-0.3923883369715817
-2.1109349336376444,0.9884462332011743,-0.2030003457096948
-2.1773804000067085,0.8983556831777274,-0.1398710152890658
-1.7787127844765074,0.8983556831777274,-0.26612967613032384
-1.7787127844765074,0.8983556831777274,-0.26612967613032384
-1.6458235792997742,0.9884462332011743,-0.3923883369715817
-1.6458235792997742,0.9884462332011743,-0.3923883369715817
-1.6458235792997742,0.9884462332011743,-0.3292590065509527
-1.7122673181074433,0.9884462332011743,-0.2030003457096948
-1.6458235792997742,0.9884462332011743,-0.07674168486843692
-1.5793781129307098,0.9884462332011743,-0.013612354447807895
-1.446488907753976,0.8983556831777274,-0.07674168486843692
-1.446488907753976,0.7181745831308338,-0.26612967613032384
-1.3800441324094697,0.6280837988717227,-0.4555176673922108
-1.3135995298211027,0.537993248848276,-0.5817763282334687
-1.3135995298211027,0.6280837988717227,-0.6449056586540977
-1.247154927232736,0.537993248848276,-0.6449056586540977
-1.180710324644369,0.537993248848276,-0.5817763282334687
-1.1142655492998628,0.6280837988717227,-0.4555176673922108
-0.9813761713669895,0.7181745831308338,-0.3292590065509527
-0.6491529856690157,0.8983556831777274,-0.3923883369715817
-0.5162636077361424,1.0785370174602853,-0.4555176673922108
-0.5162636077361424,0.9884462332011743,-0.4555176673922108
-0.5827082103245094,0.9884462332011743,-0.5186469978128396
-0.7155975882573826,0.8983556831777274,-0.4555176673922108
-0.8484867934341163,0.8082651331542807,-0.3923883369715817
-0.8484867934341163,0.7181745831308338,-0.3292590065509527
-0.7155975882573826,0.8082651331542807,-0.3292590065509527
-0.5162636077361424,0.9884462332011743,-0.3923883369715817
-0.44981883239163617,1.0785370174602853,-0.5186469978128396
-0.5827082103245094,0.9884462332011743,-0.5186469978128396
-0.6491529856690157,0.9884462332011743,-0.4555176673922108
-0.6491529856690157,0.8983556831777274,-0.4555176673922108
-0.6491529856690157,0.9884462332011743,-0.4555176673922108
-0.7155975882573826,0.8983556831777274,-0.5186469978128396
-0.9149315687786226,0.8082651331542807,-0.5186469978128396
-1.0478209467114958,0.7181745831308338,-0.4555176673922108
-0.9813761713669895,0.7181745831308338,-0.4555176673922108
-0.7820421908457493,0.8082651331542807,-0.3923883369715817
-0.5827082103245094,0.8983556831777274,-0.4555176673922108
-0.5827082103245094,0.9884462332011743,-0.5186469978128396
-0.5827082103245094,0.9884462332011743,-0.5186469978128396
-0.7155975882573826,1.0785370174602853,-0.3923883369715817
-0.7820421908457493,0.9884462332011743,-0.2030003457096948
-0.9149315687786226,0.9884462332011743,-0.07674168486843692
-0.11759547393752288,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.18273185404629147,-0.013612354447807895
-0.11759547393752288,-0.18273185404629147,-0.013612354447807895
-0.11759547393752288,-0.18273185404629147,-0.013612354447807895
-0.11759547393752288,-0.18273185404629147,-0.013612354447807895
-0.11759547393752288,-0.27282263830540254,0.049516975972821134
-0.25048485187039604,-0.36291323517598223,0.11264630639345
-0.11759547393752288,-0.18273185404629147,0.175775636814079
0.08173850658371719,-0.18273185404629147,0.175775636814079
0.2146278154141346,-0.18273185404629147,0.23890496723470805
0.2146278154141346,-0.36291323517598223,0.36516362807596614
0.015293731239210868,-0.5430945226114073,0.6808102801791109
-0.3169296272149024,-0.6331851663291198,0.9333276018616267
-0.5827082103245094,-0.813366406917412,1.3121035843854005
-1.3135995298211027,-1.173729075482528,2.0065262190123194
-1.5793781129307098,-1.353910409765086,2.1959142102742057
-1.7122673181074433,-1.353910409765086,2.259043540694835
-1.6458235792997742,-1.353910409765086,2.259043540694835
-1.5129343741230403,-1.353910409765086,2.259043540694835
-1.3800441324094697,-1.353910409765086,2.322172871115464
-1.3135995298211027,-1.173729075482528,2.448431531956722
-1.3135995298211027,-0.9034571911765231,2.57469019279798
-1.3800441324094697,-0.7232758100468324,2.7009488536392383
-1.6458235792997742,-0.4530038788936948,2.7640781840598674
-2.3102696051834424,-0.18273185404629147,2.8272075144804965
-2.2438241388143783,0.08754003025971328,2.511560862377351
-1.845156523284177,0.44790246458916483,2.0696555494329485
-1.446488907753976,0.8082651331542807,1.5646209060679164
-0.9813761713669895,1.0785370174602853,1.0595862627028847
-0.7820421908457493,1.0785370174602853,0.5545516193378529
-0.5827082103245094,1.0785370174602853,0.175775636814079
-0.3169296272149024,1.0785370174602853,-0.2030003457096948
-0.11759547393752288,1.0785370174602853,-0.5186469978128396
-0.1840402492820292,0.8082651331542807,-0.7711643194953556
-0.6491529856690157,0.26772136454227125,-0.8974229803366135
-0.8484867934341163,0.08754003025971328,-1.0868109715985006
-0.6491529856690157,0.26772136454227125,-1.2761989628603874
-0.1840402492820292,0.537993248848276,-1.5287162845429032
0.28107248710495725,0.7181745831308338,-1.9074922670666772
0.7461852234919437,0.6280837988717227,-2.286268249590451
1.1448531845344239,0.6280837988717227,-2.34939758001108
1.477076542988537,0.7181745831308338,-2.096880258328564
1.6099659209214103,0.6280837988717227,-1.591845614963532
1.6764105235097773,0.537993248848276,-1.3393282932810164
1.543521145576904,0.35781191456571804,-1.2130696324397585
1.1448531845344239,-0.27282263830540254,-1.2761989628603874
0.6132958455590706,-0.813366406917412,-1.3393282932810164
0.28107248710495725,-1.173729075482528,-1.4655869541222744
0.015293731239210868,-1.2638196255059746,-1.5287162845429032
-0.1840402492820292,-1.353910409765086,-1.4024576237016453
-0.25048485187039604,-1.4440009597885326,-1.1499403020191294
-0.25048485187039604,-1.4440009597885326,-0.9605523107572425
-0.05115087134915601,-1.353910409765086,-0.8974229803366135
0.08173850658371719,-1.353910409765086,-1.0868109715985006
0.08173850658371719,-1.353910409765086,-1.2130696324397585
0.08173850658371719,-1.353910409765086,-1.2130696324397585
0.015293731239210868,-1.4440009597885326,-1.2130696324397585
-0.05115087134915601,-1.4440009597885326,-1.2761989628603874
-0.1840402492820292,-1.5340915098119794,-1.2130696324397585
-0.25048485187039604,-1.6241822940710906,-1.1499403020191294
-0.3169296272149024,-1.6241822940710906,-1.0236816411778715
-0.3169296272149024,-1.5340915098119794,-0.8342936499159846
-0.3833742298032693,-1.4440009597885326,-0.7080349890747266
-0.44981883239163617,-1.4440009597885326,-0.6449056586540977
-0.5827082103245094,-1.6241822940710906,-0.7080349890747266
-0.7155975882573826,-1.7142728440945374,-0.8342936499159846
-0.7820421908457493,-1.7142728440945374,-1.0868109715985006
-0.9813761713669895,-1.8043636283536486,-1.2130696324397585
-1.0478209467114958,-1.8944541783770954,-1.1499403020191294
-1.1142655492998628,-1.8043636283536486,-1.0236816411778715
-1.3135995298211027,-1.6241822940710906,-0.7711643194953556
-1.5793781129307098,-1.6241822940710906,-0.7711643194953556
-1.9116019896532412,-1.7142728440945374,-0.7711643194953556
-2.2438241388143783,-1.7142728440945374,-0.8974229803366135
-2.3767150715525065,-1.6241822940710906,-1.2130696324397585
-2.3767150715525065,-1.5340915098119794,-1.591845614963532
-2.3767150715525065,-1.4440009597885326,-2.0337509279079353
-2.3102696051834424,-1.4440009597885326,-2.34939758001108
-2.4431588103601762,-1.6241822940710906,-2.601914901693596
-2.5096042767292404,-1.6241822940710906,-2.601914901693596
-2.5096042767292404,-1.4440009597885326,-2.412526910431709
-2.4431588103601762,-1.4440009597885326,-2.286268249590451
-2.2438241388143783,-1.2638196255059746,-2.34939758001108
-2.044491194829975,-1.0836382912234168,-2.538785571272967
-1.6458235792997742,-0.99354774119997,-2.538785571272967
-1.3800441324094697,-0.99354774119997,-2.412526910431709
-1.180710324644369,-0.99354774119997,-2.223138919169822
-0.9813761713669895,-0.7232758100468324,-1.9706215974873063
-0.8484867934341163,-0.5430945226114073,-1.591845614963532
-0.7820421908457493,-0.99354774119997,-0.5817763282334687
-0.7820421908457493,-0.99354774119997,-0.5817763282334687
-0.6491529856690157,-1.2638196255059746,-0.2030003457096948
-0.3169296272149024,-1.173729075482528,-0.07674168486843692
-0.11759547393752288,-0.99354774119997,-0.013612354447807895
-0.05115087134915601,-0.6331851663291198,0.049516975972821134
-0.05115087134915601,-0.36291323517598223,0.175775636814079
0.015293731239210868,-0.5430945226114073,0.49142228891722384
0.08173850658371719,-0.7232758100468324,0.9333276018616267
0.015293731239210868,-0.9034571911765231,1.1227155931235138
-0.05115087134915601,-1.173729075482528,1.3121035843854005
-0.25048485187039604,-1.353910409765086,1.3121035843854005
-0.6491529856690157,-1.4440009597885326,1.1227155931235138
-0.8484867934341163,-1.5340915098119794,0.6176809497584819
-0.9149315687786226,-1.5340915098119794,0.11264630639345
-0.9149315687786226,-1.6241822940710906,-0.3292590065509527
-0.9813761713669895,-1.6241822940710906,-0.5186469978128396
-1.1142655492998628,-1.6241822940710906,-0.4555176673922108
-1.180710324644369,-1.5340915098119794,-0.3292590065509527
-1.180710324644369,-1.4440009597885326,-0.3292590065509527
-1.247154927232736,-1.4440009597885326,-0.4555176673922108
-1.180710324644369,-1.353910409765086,-0.6449056586540977
-1.1142655492998628,-1.353910409765086,-0.8342936499159846
-1.1142655492998628,-1.4440009597885326,-0.8974229803366135
-1.180710324644369,-1.4440009597885326,-0.8974229803366135
-1.180710324644369,-1.4440009597885326,-0.9605523107572425
-1.247154927232736,-1.5340915098119794,-0.8974229803366135
-1.247154927232736,-1.4440009597885326,-0.8342936499159846
-1.1142655492998628,-1.353910409765086,-0.7080349890747266
-0.9149315687786226,-1.0836382912234168,-0.7080349890747266
-0.7155975882573826,-0.9034571911765231,-0.6449056586540977
-0.6491529856690157,-0.9034571911765231,-0.6449056586540977
-0.6491529856690157,-1.0836382912234168,-0.7080349890747266
-0.6491529856690157,-1.173729075482528,-0.9605523107572425
-0.6491529856690157,-1.173729075482528,-1.1499403020191294
-0.7155975882573826,-1.173729075482528,-1.1499403020191294
-0.6491529856690157,-1.0836382912234168,-1.0868109715985006
-0.5827082103245094,-1.0836382912234168,-0.8342936499159846
-0.5162636077361424,-0.99354774119997,-0.7080349890747266
-0.3833742298032693,-0.9034571911765231,-0.6449056586540977
-0.25048485187039604,-0.813366406917412,-0.7711643194953556
-0.05115087134915601,-0.813366406917412,-1.0236816411778715
0.14818314372331193,-0.7232758100468324,-1.2130696324397585
0.2146278154141346,-0.5430945226114073,-1.3393282932810164
0.2146278154141346,-0.5430945226114073,-1.2130696324397585
0.08173850658371719,-0.5430945226114073,-0.9605523107572425
0.015293731239210868,-0.5430945226114073,-0.7711643194953556
-0.11759547393752288,-0.7232758100468324,-0.6449056586540977
-0.1840402492820292,-0.813366406917412,-0.8342936499159846
-0.11759547393752288,-0.7232758100468324,-1.2130696324397585
0.28107248710495725,-0.5430945226114073,-1.5287162845429032
0.4804064676261974,-0.36291323517598223,-1.7181042758047902
0.3475171587957799,-0.18273185404629147,-1.6549749453841611
-0.11759547393752288,-0.27282263830540254,-1.4655869541222744
-0.6491529856690157,-0.6331851663291198,-1.1499403020191294
-1.0478209467114958,-0.7232758100468324,-0.7711643194953556
-1.1142655492998628,-0.5430945226114073,-0.7080349890747266
-1.180710324644369,-0.09264130402284464,-0.5186469978128396
-1.180710324644369,-0.09264130402284464,-0.5186469978128396
-1.247154927232736,-0.09264130402284464,-0.3292590065509527
-1.446488907753976,-0.09264130402284464,-0.2030003457096948
-1.6458235792997742,0.08754003025971328,-0.1398710152890658
-1.9780457284609108,0.08754003025971328,-0.2030003457096948
-2.2438241388143783,-0.09264130402284464,-0.26612967613032384
-2.4431588103601762,-0.18273185404629147,-0.1398710152890658
-2.7753826870827076,-0.36291323517598223,0.11264630639345
-3.1076048362438446,-0.4530038788936948,0.49142228891722384
-3.240494041420578,-0.4530038788936948,0.8070689410203686
-3.1076048362438446,-0.36291323517598223,0.8701982714409977
-2.8418264258903774,-0.18273185404629147,0.8070689410203686
-2.4431588103601762,-0.18273185404629147,0.5545516193378529
-2.1109349336376444,-0.18273185404629147,0.30203429765533707
-1.9116019896532412,-0.09264130402284464,0.23890496723470805
-1.7122673181074433,0.08754003025971328,0.11264630639345
-1.5793781129307098,0.08754003025971328,-0.013612354447807895
-1.6458235792997742,-0.09264130402284464,-0.013612354447807895
-1.845156523284177,-0.27282263830540254,-0.07674168486843692
-2.044491194829975,-0.36291323517598223,-0.07674168486843692
-2.1773804000067085,-0.36291323517598223,-0.07674168486843692
-2.1109349336376444,-0.36291323517598223,-0.1398710152890658
-1.9780457284609108,-0.36291323517598223,-0.26612967613032384
-1.845156523284177,-0.18273185404629147,-0.4555176673922108
-1.6458235792997742,-0.09264130402284464,-0.5186469978128396
-1.5129343741230403,-0.18273185404629147,-0.5186469978128396
-1.446488907753976,-0.09264130402284464,-0.4555176673922108
-1.3800441324094697,-0.09264130402284464,-0.3292590065509527
-1.3800441324094697,-0.09264130402284464,-0.1398710152890658
-1.3800441324094697,-0.18273185404629147,-0.2030003457096948
-1.446488907753976,-0.18273185404629147,-0.26612967613032384
-1.446488907753976,-0.27282263830540254,-0.3292590065509527
-1.3135995298211027,-0.27282263830540254,-0.3923883369715817
-1.1142655492998628,-0.18273185404629147,-0.3292590065509527
-0.9813761713669895,-0.09264130402284464,-0.26612967613032384
-0.7820421908457493,-0.0025507539993977965,-0.1398710152890658
-0.6491529856690157,0.08754003025971328,-0.1398710152890658
-0.5162636077361424,0.08754003025971328,-0.1398710152890658
-0.44981883239163617,0.08754003025971328,-0.2030003457096948
-0.3169296272149024,-0.0025507539993977965,-0.2030003457096948
-0.1840402492820292,-0.0025507539993977965,-0.07674168486843692
-0.11759547393752288,-0.09264130402284464,0.049516975972821134
0.015293731239210868,-0.0025507539993977965,0.23890496723470805
0.015293731239210868,-0.09264130402284464,0.36516362807596614
0.015293731239210868,-0.09264130402284464,0.5545516193378529
0.08173850658371719,-0.0025507539993977965,0.8070689410203686
0.28107248710495725,0.26772136454227125,0.9333276018616267
0.5468512429707036,0.35781191456571804,0.9333276018616267
0.6132958455590706,0.26772136454227125,0.74393961059974
0.4804064676261974,0.26772136454227125,0.49142228891722384
0.3475171587957799,0.17763058028316006,0.30203429765533707
0.08173850658371719,-0.0025507539993977965,0.23890496723470805
-0.1840402492820292,-0.09264130402284464,0.36516362807596614
-0.3169296272149024,-0.18273185404629147,0.6176809497584819
-0.3169296272149024,-0.27282263830540254,0.8070689410203686
-0.11759547393752288,-0.09264130402284464,0.9333276018616267
0.015293731239210868,0.08754003025971328,0.8701982714409977
-0.1840402492820292,0.08754003025971328,0.74393961059974
-0.5827082103245094,-0.09264130402284464,-0.07674168486843692
-0.6491529856690157,-0.0025507539993977965,-0.3923883369715817
-0.6491529856690157,-0.0025507539993977965,-0.5817763282334687
-0.7155975882573826,-0.18273185404629147,-0.7711643194953556
-0.9813761713669895,-0.18273185404629147,-0.9605523107572425
-1.247154927232736,-0.18273185404629147,-0.9605523107572425
-1.7122673181074433,-0.27282263830540254,-0.7711643194953556
-2.3102696051834424,-0.4530038788936948,-0.8342936499159846
-2.6424934819059738,-0.5430945226114073,-0.8974229803366135
-2.5760480155369097,-0.4530038788936948,-0.9605523107572425
-2.2438241388143783,-0.18273185404629147,-1.0236816411778715
-1.9116019896532412,0.08754003025971328,-1.0868109715985006
-1.845156523284177,0.17763058028316006,-1.2130696324397585
-2.1109349336376444,-0.0025507539993977965,-0.9605523107572425
-2.5096042767292404,-0.27282263830540254,-0.5186469978128396
-2.7753826870827076,-0.36291323517598223,-0.3292590065509527
-2.6424934819059738,-0.4530038788936948,-0.26612967613032384
-2.2438241388143783,-0.4530038788936948,-0.3923883369715817
-1.7787127844765074,-0.36291323517598223,-0.5817763282334687
-1.3800441324094697,-0.27282263830540254,-0.7080349890747266
-1.3135995298211027,-0.18273185404629147,-0.6449056586540977
-1.3135995298211027,-0.27282263830540254,-0.5186469978128396
-1.3135995298211027,-0.36291323517598223,-0.26612967613032384
-1.180710324644369,-0.27282263830540254,-0.07674168486843692
-0.9813761713669895,-0.27282263830540254,-0.1398710152890658
-0.7155975882573826,-0.18273185404629147,-0.26612967613032384
-0.5162636077361424,-0.18273185404629147,-0.26612967613032384
-0.44981883239163617,-0.09264130402284464,-0.2030003457096948
-0.44981883239163617,-0.18273185404629147,-0.07674168486843692
-0.3833742298032693,-0.09264130402284464,-0.013612354447807895
-0.3169296272149024,-0.09264130402284464,0.049516975972821134
-0.25048485187039604,-0.09264130402284464,0.175775636814079
-0.3169296272149024,-0.09264130402284464,0.23890496723470805
-0.25048485187039604,-0.09264130402284464,0.11264630639345
-0.25048485187039604,-0.18273185404629147,-0.07674168486843692
-0.25048485187039604,-0.18273185404629147,-0.1398710152890658
-0.3169296272149024,-0.27282263830540254,-0.07674168486843692
-0.3833742298032693,-0.36291323517598223,-0.07674168486843692
-0.44981883239163617,-0.4530038788936948,-0.07674168486843692
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.7461852234919437,-0.9034571911765231,-1.3393282932810164
0.6132958455590706,-0.9034571911765231,-1.4655869541222744
0.6132958455590706,-0.99354774119997,-1.7181042758047902
0.6132958455590706,-0.99354774119997,-1.7181042758047902
0.6132958455590706,-0.99354774119997,-1.7181042758047902
0.6132958455590706,-0.9034571911765231,-1.3393282932810164
0.6132958455590706,-0.813366406917412,-0.8974229803366135
0.5468512429707036,-0.813366406917412,-0.7080349890747266
0.5468512429707036,-0.99354774119997,-0.7080349890747266
0.41396183048660257,-1.0836382912234168,-0.6449056586540977
0.3475171587957799,-1.173729075482528,-0.5186469978128396
0.28107248710495725,-1.0836382912234168,-0.3923883369715817
0.28107248710495725,-1.0836382912234168,-0.3292590065509527
0.14818314372331193,-0.99354774119997,-0.2030003457096948
0.14818314372331193,-0.813366406917412,-0.013612354447807895
0.2146278154141346,-0.5430945226114073,0.049516975972821134
0.41396183048660257,-0.36291323517598223,0.11264630639345
0.4804064676261974,-0.09264130402284464,0.175775636814079
0.4804064676261974,-0.09264130402284464,0.175775636814079
0.4804064676261974,-0.09264130402284464,0.30203429765533707
0.4804064676261974,-0.09264130402284464,0.30203429765533707
0.3475171587957799,-0.09264130402284464,0.175775636814079
0.3475171587957799,-0.09264130402284464,-0.013612354447807895
0.4804064676261974,-0.0025507539993977965,-0.2030003457096948
0.6797404481474374,0.26772136454227125,-0.4555176673922108
0.8126298260803105,0.44790246458916483,-0.5817763282334687
0.8790746014248169,0.44790246458916483,-0.6449056586540977
0.7461852234919437,0.44790246458916483,-0.7080349890747266
0.7461852234919437,0.44790246458916483,-0.7711643194953556
0.6132958455590706,0.44790246458916483,-0.7080349890747266
0.5468512429707036,0.17763058028316006,-0.8342936499159846
0.6132958455590706,0.26772136454227125,-0.8342936499159846
0.7461852234919437,0.26772136454227125,-0.7711643194953556
0.8126298260803105,0.35781191456571804,-0.5817763282334687
0.7461852234919437,0.44790246458916483,-0.3923883369715817
0.4804064676261974,0.44790246458916483,-0.07674168486843692
0.28107248710495725,0.537993248848276,0.23890496723470805
0.015293731239210868,0.6280837988717227,0.6176809497584819
-0.3169296272149024,0.6280837988717227,0.9333276018616267
-0.5162636077361424,0.6280837988717227,1.0595862627028847
-0.3833742298032693,0.8082651331542807,0.9964569322822557
0.015293731239210868,1.1686275674837323,0.9333276018616267
0.41396183048660257,1.6190807860722949,1.0595862627028847
0.6797404481474374,1.8893538415566211,1.3121035843854005
0.8126298260803105,1.8893538415566211,1.4383622452266587
0.7461852234919437,1.8893538415566211,1.3752329148060296
